f0	f1	f2	f3	f6	f7	f8	f9	f10	f11	f12	label	index	raw	global	local	R	G	L	date	local_A	FAC1_1	FAC2_1	FAC3_1	FAC4_1
5.00	-3.00	2.16	16	1	37	-5.0000	-11.10	-7.77	.0	.0	225.8	1275	225.80000	225.80000	225.80000	1	1	1	27-Feb-2020	225.80000	-.93877	-.91395	-.17630	.36014
8.00	.01	3.95	16	2	81	.0001	-7.00	-2.61	.0	.0	228.7	1276	228.70000	228.70000	228.70000	1	1	1	28-Feb-2020	228.70000	-.70461	.05496	-.12237	.32423
3.00	1.00	2.78	11	3	109	3.0000	.90	2.24	.7	2.0	222.4	1277	222.40000	222.40000	222.40000	1	1	1	29-Feb-2020	222.40000	-.56484	.83984	-.69073	.50087
10.00	-3.00	2.91	15	1	41	3.0000	-16.10	-9.13	.0	.0	235.2	1278	235.20000	235.20000	235.20000	1	1	1	01-Mar-2020	235.20000	-.74161	-.84096	-.10335	.15935
9.00	-1.00	3.95	11	1	33	.0001	-11.00	-5.49	3.6	8.0	230.5	1279	230.50000	230.50000	230.50000	1	1	1	02-Mar-2020	230.50000	-.52199	-.97235	-.75022	.24478
8.00	-3.00	1.88	18	1	36	-9.0000	-21.80	-14.17	.1	1.0	230.8	1280	230.80000	230.80000	230.80000	1	1	1	03-Mar-2020	230.80000	-1.07480	-.96389	-.08122	.12577
7.00	-2.00	1.13	18	1	23	-9.0000	-17.90	-13.75	.0	.0	231.4	1281	231.40000	231.40000	231.40000	1	1	1	04-Mar-2020	231.40000	-1.08019	-1.08544	-.05359	.19759
9.00	-2.00	3.25	18	2	54	-4.8000	-13.10	-8.28	.0	.0	231.7	1282	231.70000	231.70000	231.70000	1	1	1	05-Mar-2020	231.70000	-.90826	-.24838	-.03470	.22202
10.00	1.00	5.42	6	3	109	4.0000	-5.20	.11	1.4	4.0	229.9	1283	229.90000	229.90000	229.90000	1	1	1	06-Mar-2020	229.90000	-.30678	.84176	-.95418	.27332
15.00	1.00	8.74	15	2	81	3.0000	-8.50	-.75	.0	.0	234.6	1284	234.60000	234.60000	234.60000	1	1	1	07-Mar-2020	234.60000	-.42552	.08726	.04764	.16369
6.00	5.00	5.03	15	3	129	4.5000	2.90	3.81	2.5	6.0	229.8	1285	229.80000	229.80000	229.80000	1	1	1	08-Mar-2020	229.80000	-.42622	1.01713	-.50440	.40451
11.00	-1.00	5.25	16	2	74	5.0000	-6.00	1.50	.1	2.0	233.2	1286	233.20000	233.20000	233.20000	1	1	1	09-Mar-2020	233.20000	-.52486	.01751	-.03924	.31808
11.00	-4.00	4.08	18	1	33	-7.0000	-19.60	-12.59	.0	.0	235.8	1287	235.80000	235.80000	235.80000	1	1	1	10-Mar-2020	235.80000	-.96939	-.97139	.04343	.11328
16.00	1.00	7.27	18	1	44	-3.2000	-8.90	-5.95	.0	.0	235.8	1288	235.80000	235.80000	235.80000	1	1	1	11-Mar-2020	235.80000	-.62736	-.81347	.28726	.16223
14.00	-2.00	8.27	16	1	43	-7.0000	-19.00	-13.17	.0	.0	235.2	1289	235.20000	235.20000	235.20000	1	1	1	12-Mar-2020	235.20000	-.79308	-.86486	.03487	.00796
12.00	-1.00	6.46	18	1	30	-7.0000	-21.00	-12.78	.0	.0	236.3	1290	236.30000	236.30000	236.30000	1	1	1	13-Mar-2020	236.30000	-.87178	-.99639	.13549	.02592
16.00	3.00	10.14	18	1	34	-6.0000	-16.00	-11.86	.0	.0	239.2	1291	239.20000	239.20000	239.20000	1	1	1	14-Mar-2020	239.20000	-.66312	-.93879	.31680	-.03807
18.00	.01	9.12	18	1	34	-3.0000	-9.00	-6.46	.0	.0	247.5	1292	247.50000	247.50000	247.50000	1	1	1	15-Mar-2020	247.50000	-.58595	-.90836	.35032	.11990
12.00	3.00	5.50	18	2	57	-1.6000	-7.00	-3.94	.0	.0	243.4	1293	243.40000	243.40000	243.40000	1	1	1	16-Mar-2020	243.40000	-.64793	-.18230	.15319	.22462
23.00	3.00	13.16	16	2	56	-1.0000	-7.60	-4.25	.0	.0	249.1	1294	249.10000	249.10000	249.10000	1	1	1	17-Mar-2020	249.10000	-.31713	-.16741	.33278	-.01072
26.00	5.00	13.65	18	3	105	.0001	-16.20	-8.70	.0	.0	248.8	1295	248.80000	248.80000	248.80000	1	1	1	18-Mar-2020	248.80000	-.34374	.79684	.40162	-.29117
17.00	4.00	11.34	16	1	36	-3.0000	-21.60	-11.66	.0	.0	247.2	1296	247.20000	247.20000	247.20000	1	1	1	19-Mar-2020	247.20000	-.53077	-.90264	.24875	-.15597
24.00	7.00	16.25	16	2	53	-1.3000	-9.00	-5.28	.0	.0	251.8	1297	251.80000	251.80000	251.80000	1	1	1	20-Mar-2020	251.80000	-.20669	-.19514	.44128	-.12571
17.00	3.00	11.07	16	2	66	-3.0000	-7.90	-5.62	.0	.0	254.2	1298	254.20000	254.20000	254.20000	1	1	1	21-Mar-2020	254.20000	-.48601	-.09247	.16255	.07374
21.00	7.00	12.66	18	2	59	.0001	-5.00	-2.59	.0	.0	259.8	1299	259.80000	259.80000	259.80000	1	1	1	22-Mar-2020	259.80000	-.29887	-.13175	.48290	.02532
22.00	6.00	12.83	16	2	54	-1.3000	-8.10	-4.77	.0	.0	259.5	1300	259.50000	259.50000	259.50000	1	1	1	23-Mar-2020	259.50000	-.29890	-.18909	.34381	-.03455
18.00	5.00	13.74	16	2	67	6.0000	-6.00	1.91	.0	.0	254.8	1301	254.80000	254.80000	254.80000	1	1	1	24-Mar-2020	254.80000	-.18230	-.01966	.34322	.08285
21.00	5.00	15.56	16	4	155	7.0000	2.00	4.61	4.0	12.0	255.9	1302	255.90000	255.90000	255.90000	1	1	1	25-Mar-2020	255.90000	.01582	1.77277	-.31108	.02759
12.00	2.00	7.40	6	1	41	2.6000	-20.00	-11.47	.1	1.0	239.9	1303	239.90000	239.90000	239.90000	1	1	1	26-Mar-2020	239.90000	-.39604	-.83188	-.57875	-.03133
13.00	-1.00	6.70	18	1	27	-7.0000	-20.00	-15.35	.0	.0	249.9	1304	249.90000	249.90000	249.90000	1	1	1	27-Mar-2020	249.90000	-.88268	-1.03206	.14768	-.01179
14.00	2.00	7.73	18	1	30	-5.0000	-18.00	-11.10	.0	.0	254.1	1305	254.10000	254.10000	254.10000	1	1	1	28-Mar-2020	254.10000	-.72389	-.97680	.24848	.00506
16.00	5.00	10.29	16	2	62	.0001	-6.00	-3.69	.0	.0	260.3	1306	260.30000	260.30000	260.30000	1	1	1	29-Mar-2020	260.30000	-.41393	-.11372	.19293	.10822
18.00	7.00	12.67	16	2	87	3.6000	.90	2.08	.0	.0	259.7	1307	259.70000	259.70000	259.70000	1	1	1	30-Mar-2020	259.70000	-.19731	.16854	.31126	.17052
19.00	7.00	13.67	16	2	87	6.0000	-16.00	-1.81	.3	4.0	258.3	1308	258.30000	258.30000	258.30000	1	1	1	31-Mar-2020	258.30000	-.17023	.14997	.24545	-.13901
16.00	3.00	10.06	17	1	45	.0001	-18.00	-9.35	.0	.0	256.0	1309	256.00000	256.00000	256.00000	1	1	1	01-Apr-2020	256.00000	-.53415	-.80015	.28774	-.06660
20.00	7.00	13.00	18	1	39	-1.5000	-17.20	-8.36	.0	.0	258.4	1310	258.40000	258.40000	258.40000	1	1	1	02-Apr-2020	258.40000	-.39248	-.85153	.51944	-.15496
24.00	9.00	18.64	18	1	42	-2.9000	-13.00	-9.50	.0	.0	260.6	1311	260.60000	260.60000	260.60000	1	1	1	03-Apr-2020	260.60000	-.24417	-.82014	.68115	-.24485
18.00	4.00	11.57	18	2	99	-1.0000	-15.00	-4.01	.0	.0	259.6	1312	259.60000	259.60000	259.60000	1	1	1	04-Apr-2020	259.60000	-.45687	.23898	.30940	-.04561
19.00	6.00	12.14	18	2	67	2.0000	-10.20	-4.49	.0	.0	256.3	1313	256.30000	256.30000	256.30000	1	1	1	05-Apr-2020	256.30000	-.35422	-.05782	.42018	-.03973
23.00	9.00	16.28	16	2	85	6.4000	-4.00	1.75	.0	.0	264.7	1314	264.70000	264.70000	264.70000	1	1	1	06-Apr-2020	264.70000	-.00290	.16854	.49599	-.03340
18.00	5.00	11.76	17	2	87	-.4000	-10.00	-4.58	.0	.0	260.7	1315	260.70000	260.70000	260.70000	1	1	1	07-Apr-2020	260.70000	-.40824	.12618	.27590	-.00233
15.00	7.00	11.64	16	2	54	1.0000	-11.00	-5.80	.7	5.0	257.5	1316	257.50000	257.50000	257.50000	1	1	1	08-Apr-2020	257.50000	-.35604	-.21559	.08689	-.02230
12.00	4.00	9.61	16	2	53	3.8000	-2.00	.57	.0	.0	251.6	1317	251.60000	251.60000	251.60000	1	1	1	09-Apr-2020	251.60000	-.39219	-.17942	.16111	.26281
17.00	6.00	11.65	18	2	58	2.9000	-6.00	-2.94	.0	.0	257.5	1318	257.50000	257.50000	257.50000	1	1	1	10-Apr-2020	257.50000	-.35564	-.13927	.40466	.06108
23.00	10.00	16.45	18	1	46	-3.0000	-13.90	-10.36	.0	.0	260.4	1319	260.40000	260.40000	260.40000	1	1	1	11-Apr-2020	260.40000	-.29000	-.78644	.63167	-.24105
25.00	6.00	16.30	18	1	45	-.6000	-12.10	-6.24	.0	.0	271.3	1320	271.30000	271.30000	271.30000	1	1	1	12-Apr-2020	271.30000	-.24286	-.77354	.65570	-.16049
27.00	10.00	17.15	18	2	57	4.0000	-12.00	-3.21	.0	.0	271.5	1321	271.50000	271.50000	271.50000	1	1	1	13-Apr-2020	271.50000	-.04824	-.12586	.71650	-.24802
26.00	11.00	19.44	16	2	94	6.0000	-1.00	3.82	.0	.0	270.7	1322	270.70000	270.70000	270.70000	1	1	1	14-Apr-2020	270.70000	.14247	.26945	.61740	-.06097
24.00	11.00	17.54	3	2	94	11.0000	2.00	7.39	16.8	31.0	265.9	1323	265.90000	265.90000	265.90000	1	1	1	15-Apr-2020	265.90000	.87538	.04363	-2.08027	-.09833
19.00	11.00	14.49	13	2	76	7.0000	-999.90	-38.04	.4	11.0	249.1	1324	249.10000	249.10000	249.10000	1	1	1	16-Apr-2020	249.10000	-1.09722	-.27451	-.45749	-12.74052
21.00	8.00	15.43	18	1	47	5.0000	.00	1.89	.0	.0	251.8	1325	251.80000	251.80000	251.80000	1	1	1	17-Apr-2020	251.80000	-.10116	-.70917	.67663	.10503
22.00	11.00	17.58	17	1	46	7.0000	.00	3.30	.0	1.0	255.3	1326	255.30000	255.30000	255.30000	1	1	1	18-Apr-2020	255.30000	.06639	-.70290	.70148	.04604
21.00	10.00	15.43	16	2	68	11.7000	-6.00	2.34	3.5	8.0	257.5	1327	257.50000	257.50000	257.50000	1	1	1	19-Apr-2020	257.50000	.14196	-.03847	.11495	-.08862
15.00	4.00	10.55	18	2	67	-2.0000	-16.00	-11.02	.0	.0	252.7	1328	252.70000	252.70000	252.70000	1	1	1	20-Apr-2020	252.70000	-.60882	-.10368	.24026	-.08950
13.00	4.00	9.39	18	1	34	-14.6000	-20.00	-17.48	.0	.0	253.3	1329	253.30000	253.30000	253.30000	1	1	1	21-Apr-2020	253.30000	-.89200	-.99434	.17685	-.07531
16.00	6.00	11.31	18	1	46	-13.8000	-19.00	-16.09	.0	.0	255.2	1330	255.20000	255.20000	255.20000	1	-1	1	22-Apr-2020	255.20000	-.75956	-.86298	.27954	-.13133
19.00	6.00	13.85	18	1	31	-5.0000	-19.00	-13.60	.0	.0	262.1	1331	262.10000	262.10000	262.10000	1	1	1	23-Apr-2020	262.10000	-.52117	-.96170	.46250	-.21283
29.00	12.00	22.39	12	2	84	-5.7000	-18.00	-10.51	.0	.0	269.1	1332	269.10000	269.10000	269.10000	1	1	1	24-Apr-2020	269.10000	-.00650	.09116	.31672	-.46590
22.00	9.00	15.31	17	2	57	.0001	-11.00	-5.07	.0	.0	274.4	1333	274.40000	274.40000	274.40000	1	1	1	25-Apr-2020	274.40000	-.22261	-.15455	.48645	-.14237
22.00	7.00	15.07	17	1	37	7.0000	-9.20	-2.20	.0	.0	275.3	1334	275.30000	275.30000	275.30000	1	1	1	26-Apr-2020	275.30000	-.11198	-.81184	.61333	-.07070
28.00	11.00	16.60	18	2	61	6.0000	-6.00	.80	.0	.0	276.5	1335	276.50000	276.50000	276.50000	1	1	1	27-Apr-2020	276.50000	.05354	-.06322	.76794	-.14851
27.00	16.00	21.57	18	3	102	9.0000	3.60	6.39	.0	.0	278.8	1336	278.80000	278.80000	278.80000	1	1	1	28-Apr-2020	278.80000	.29096	.86853	.81839	-.10345
28.00	15.00	20.99	18	3	118	13.0000	5.50	8.92	.0	.0	282.1	1337	282.10000	282.10000	282.10000	1	1	1	29-Apr-2020	282.10000	.36363	1.04803	.83484	-.07170
32.00	17.00	24.95	16	3	143	17.0000	11.00	14.23	.0	.0	289.1	1338	289.10000	289.10000	289.10000	1	1	1	30-Apr-2020	289.10000	.67709	1.33684	.87924	-.07505
34.00	21.00	27.13	16	4	179	18.0000	13.00	16.43	.0	.0	284.9	1339	284.90000	284.90000	284.90000	1	1	1	01-May-2020	284.90000	.82820	2.20242	.90107	-.15167
32.00	17.00	25.46	18	3	149	19.0000	14.40	16.68	.0	.0	282.1	1340	282.10000	282.10000	282.10000	1	1	1	02-May-2020	282.10000	.69922	1.40853	1.03916	-.02288
25.00	14.00	20.64	4	3	102	17.0000	10.00	14.68	1.4	17.0	266.0	1341	266.00000	266.00000	266.00000	1	1	1	03-May-2020	266.00000	.83102	.88345	-.48007	.07519
17.00	10.00	14.30	15	2	52	11.1000	7.00	9.59	.1	3.0	254.8	1342	254.80000	254.80000	254.80000	1	1	1	04-May-2020	254.80000	.10430	-.12324	.36627	.27456
22.00	13.00	18.55	18	2	65	14.2000	10.00	12.59	.0	.0	277.5	1343	277.50000	277.50000	277.50000	1	1	1	05-May-2020	277.50000	.29051	.04134	.83180	.19145
25.00	13.00	20.45	16	3	114	13.9000	4.10	10.55	.1	2.0	275.9	1344	275.90000	275.90000	275.90000	1	1	1	06-May-2020	275.90000	.36397	1.00796	.59545	-.00898
19.00	13.00	16.47	6	3	117	14.3000	8.30	12.15	6.0	11.0	263.2	1345	263.20000	263.20000	263.20000	1	1	1	07-May-2020	263.20000	.58785	.95772	-.83502	.14432
15.00	10.00	13.91	6	2	58	13.3000	9.20	11.36	2.4	6.0	246.3	1346	246.30000	246.30000	246.30000	1	1	1	08-May-2020	246.30000	.36441	-.07435	-.48471	.33431
19.00	13.00	16.16	17	1	47	13.8000	5.00	11.88	.0	.0	253.9	1347	253.90000	253.90000	253.90000	1	1	1	09-May-2020	253.90000	.22739	-.63986	.75795	.21961
25.00	14.00	21.10	16	2	56	4.0000	-7.70	-3.76	.0	.0	268.7	1348	268.70000	268.70000	268.70000	1	1	1	10-May-2020	268.70000	.08724	-.13151	.65632	-.25861
27.00	13.00	22.35	17	2	75	3.0000	-9.00	-3.14	.1	1.0	275.5	1349	275.50000	275.50000	275.50000	1	1	1	11-May-2020	275.50000	.09275	.04872	.71169	-.29955
26.00	12.00	19.49	18	2	97	9.0000	-7.00	2.88	.0	.0	285.8	1350	285.80000	285.80000	285.80000	1	1	1	12-May-2020	285.80000	.14071	.30344	.77298	-.18085
30.00	18.00	24.25	16	3	117	15.0000	8.00	11.79	.0	.0	291.6	1351	291.60000	291.60000	291.60000	1	1	1	13-May-2020	291.60000	.59992	1.06566	.85250	-.10119
30.00	15.00	23.70	16	3	104	15.1000	9.00	12.26	.1	3.0	294.8	1352	294.80000	294.80000	294.80000	1	1	1	14-May-2020	294.80000	.56883	.93009	.77061	-.04962
22.00	15.00	18.43	4	2	93	14.2000	10.00	12.48	.0	1.0	273.9	1353	273.90000	273.90000	273.90000	1	1	1	15-May-2020	273.90000	.62230	.33293	-.13039	.18221
22.00	13.00	15.99	13	2	66	14.0000	-.40	9.45	.0	.0	273.9	1354	273.90000	273.90000	273.90000	1	1	1	16-May-2020	273.90000	.31201	.04431	.43882	.05831
22.00	14.00	16.26	16	2	66	4.0000	-5.30	1.35	.1	1.0	276.6	1355	276.60000	276.60000	276.60000	1	1	1	17-May-2020	276.60000	.03479	-.02789	.51930	-.07179
26.00	15.00	21.05	16	1	42	6.0000	-2.00	1.51	.0	.0	288.9	1356	288.90000	288.90000	288.90000	1	1	1	18-May-2020	288.90000	.22611	-.73677	.81093	-.12009
30.00	15.00	23.74	18	2	54	11.0000	.90	6.13	.0	.0	.0	1357		272.30000	285.70000	1	1	1	19-May-2020	285.70000	.39734	-.08407	1.03159	-.16364
29.00	16.00	23.65	16	2	68	14.3000	8.00	10.37	.5	4.0	.0	1358		272.35000	286.19441	1	1	1	20-May-2020	286.19441	.56415	.06581	.81375	-.04724
22.00	15.00	18.20	16	3	114	16.6000	11.10	14.25	9.1	27.0	273.2	1359	273.20000	273.20000	273.20000	1	1	1	21-May-2020	273.20000	.65264	.86020	-.54526	.05264
29.00	16.00	22.48	4	2	79	15.1000	6.00	11.77	6.6	15.0	271.1	1360	271.10000	271.10000	271.10000	1	1	1	22-May-2020	271.10000	.97375	.09902	-.66148	-.08613
26.00	16.00	20.60	6	2	56	14.0000	6.00	10.30	2.0	21.0	261.9	1361	261.90000	261.90000	261.90000	1	1	1	23-May-2020	261.90000	.78586	-.10402	-.33823	-.02144
29.00	17.00	23.71	18	1	33	12.0000	5.00	8.08	.0	1.0	274.6	1362	274.60000	274.60000	274.60000	1	1	1	24-May-2020	274.60000	.47395	-.77699	1.13171	-.06945
24.00	13.00	18.88	6	1	44	15.6000	6.70	11.75	.8	4.0	267.0	1363	267.00000	267.00000	267.00000	1	1	1	25-May-2020	267.00000	.63909	-.65627	.04247	.14017
28.00	16.00	24.48	6	1	34	12.1000	1.00	5.43	.1	1.0	278.2	1364	278.20000	278.20000	278.20000	1	1	1	26-May-2020	278.20000	.68384	-.76139	.29351	-.12463
30.00	16.00	22.65	18	1	45	13.0000	2.00	8.45	.0	.0	286.5	1365	286.50000	286.50000	286.50000	1	1	1	27-May-2020	286.50000	.46517	-.65329	1.13005	-.10007
32.00	17.00	24.88	4	2	82	15.5000	8.60	11.74	.1	1.0	291.1	1366	291.10000	291.10000	291.10000	1	1	1	28-May-2020	291.10000	.91614	.24707	.17759	-.06690
29.00	21.00	23.68	16	3	111	17.8000	11.60	15.46	.0	.0	292.1	1367	292.10000	292.10000	292.10000	1	1	1	29-May-2020	292.10000	.71135	1.03111	.90858	-.03180
31.00	18.00	23.05	4	3	116	17.0000	10.00	15.05	19.0	63.0	286.8	1368	286.80000	286.80000	286.80000	1	1	1	30-May-2020	286.80000	1.49873	.71439	-2.44310	-.25877
28.00	16.00	19.63	3	2	73	14.5000	-2.10	6.89	.9	10.0	273.6	1369	273.60000	273.60000	273.60000	1	1	1	31-May-2020	273.60000	.75612	.09799	-.28632	-.15798
31.00	16.00	22.37	4	2	62	15.5000	7.10	12.38	3.3	16.0	287.2	1370	287.20000	287.20000	287.20000	1	1	1	01-Jun-2020	287.20000	.97409	-.02392	-.36075	-.06709
32.00	20.00	25.45	18	2	89	17.0000	8.70	12.32	.0	.0	290.0	1371	290.00000	290.00000	290.00000	1	1	1	02-Jun-2020	290.00000	.68835	.30792	1.18111	-.12460
36.00	20.00	27.81	13	4	168	12.2000	.00	5.51	.0	.0	305.5	1372	305.50000	305.50000	305.50000	1	1	1	03-Jun-2020	305.50000	.70021	2.04277	.65072	-.44081
32.00	18.00	25.06	16	1	44	14.0000	2.30	9.22	.1	1.0	310.1	1373	310.10000	310.10000	310.10000	1	1	1	04-Jun-2020	310.10000	.63764	-.65159	1.08022	-.16265
30.00	17.00	23.78	18	1	42	14.0000	8.80	11.15	.0	.0	312.2	1374	312.20000	312.20000	312.20000	1	1	1	05-Jun-2020	312.20000	.55046	-.66722	1.18555	-.00704
31.00	19.00	24.97	16	2	64	14.1000	8.00	11.30	.0	1.0	308.0	1375	308.00000	308.00000	308.00000	1	1	1	06-Jun-2020	308.00000	.65144	.04866	1.00216	-.09174
35.00	24.00	28.63	16	2	83	21.0000	11.00	16.70	.0	.0	323.1	1376	323.10000	323.10000	323.10000	1	1	1	07-Jun-2020	323.10000	1.00135	.29164	1.25462	-.16754
37.00	26.00	31.06	16	2	97	18.0000	7.70	12.37	.0	.0	331.4	1377	331.40000	331.40000	331.40000	1	1	1	08-Jun-2020	331.40000	1.00197	.40740	1.28893	-.32614
28.00	21.00	24.57	4	2	73	20.0000	15.90	17.99	3.8	25.0	318.0	1378	318.00000	318.00000	318.00000	1	1	1	09-Jun-2020	318.00000	1.22452	.09162	-.46217	.02950
33.00	21.00	26.62	17	2	93	19.0000	13.60	16.35	.0	.0	310.1	1379	310.10000	310.10000	310.10000	1	1	1	10-Jun-2020	310.10000	.83780	.37274	1.19215	-.05625
31.00	21.00	25.21	4	2	85	20.1000	10.90	16.38	1.1	15.0	314.3	1380	314.30000	314.30000	314.30000	1	1	1	11-Jun-2020	314.30000	1.16891	.26373	-.04761	-.06783
34.00	23.00	28.19	16	2	80	19.0000	13.10	16.37	.0	1.0	321.8	1381	321.80000	321.80000	321.80000	1	1	1	12-Jun-2020	321.80000	.93868	.24926	1.19103	-.10768
32.00	23.00	28.28	17	2	95	19.0000	4.00	11.11	.0	1.0	311.6	1382	311.60000	311.60000	311.60000	1	1	1	13-Jun-2020	311.60000	.81468	.37154	1.17514	-.27539
34.00	22.00	28.83	18	1	36	13.0000	6.00	8.04	.0	.0	319.3	1383	319.30000	319.30000	319.30000	1	1	1	14-Jun-2020	319.30000	.71733	-.72746	1.37640	-.23192
37.00	22.00	30.27	16	2	62	14.8000	1.50	9.15	.0	.0	330.2	1384	330.20000	330.20000	330.20000	1	1	1	15-Jun-2020	330.20000	.84667	.04020	1.23483	-.36677
36.00	24.00	29.28	16	2	100	15.0000	6.00	11.31	.0	.0	328.0	1385	328.00000	328.00000	328.00000	1	1	1	16-Jun-2020	328.00000	.87142	.41752	1.19037	-.29180
31.00	21.00	26.70	17	2	66	15.0000	11.90	13.59	.0	.0	321.5	1386	321.50000	321.50000	321.50000	1	1	1	17-Jun-2020	321.50000	.72630	.08313	1.15187	-.05715
32.00	22.00	24.75	16	2	63	20.0000	13.90	16.04	4.2	29.0	311.6	1387	311.60000	311.60000	311.60000	1	1	1	18-Jun-2020	311.60000	1.04375	-.03807	.32435	-.10921
32.00	24.00	28.25	6	2	59	18.3000	12.00	14.18	.0	.0	298.5	1388	298.50000	298.50000	298.50000	1	1	1	19-Jun-2020	298.50000	1.10745	.05062	.53211	-.10791
33.00	25.00	29.37	4	2	81	19.0000	16.00	17.93	.0	2.0	305.3	1389	305.30000	305.30000	305.30000	1	1	1	20-Jun-2020	305.30000	1.26065	.28070	.40856	-.05434
34.00	25.00	30.09	16	2	75	19.0000	15.00	17.33	.0	.0	310.1	1390	310.10000	310.10000	310.10000	1	1	1	21-Jun-2020	310.10000	1.00988	.20922	1.27253	-.10839
32.00	24.00	28.43	16	2	86	21.0000	15.30	17.49	.0	8.0	318.5	1391	318.50000	318.50000	318.50000	1	1	1	22-Jun-2020	318.50000	1.00087	.29920	1.06658	-.08134
31.00	22.00	25.44	16	2	73	21.0000	16.00	18.05	.0	1.0	303.3	1392	303.30000	303.30000	303.30000	1	1	1	23-Jun-2020	303.30000	.88660	.18813	1.11681	.01923
29.00	22.00	24.35	4	1	35	20.0000	16.90	18.23	6.8	48.0	301.3	1393	301.30000	301.30000	301.30000	1	1	1	24-Jun-2020	301.30000	1.42423	-.86466	-.93741	.00015
29.00	20.00	22.55	4	2	51	21.0000	16.00	18.17	9.3	90.0	271.5	1394	271.50000	271.50000	271.50000	1	1	1	25-Jun-2020	271.50000	1.58924	-.34650	-1.96637	-.10590
28.00	21.00	24.48	6	1	44	21.0000	16.00	18.89	.9	14.0	271.2	1395	271.20000	271.20000	271.20000	1	1	1	26-Jun-2020	271.20000	1.12774	-.62238	.19347	.10813
32.00	22.00	27.72	16	3	111	20.2000	16.00	19.10	.3	14.0	289.1	1396	289.10000	289.10000	289.10000	1	1	1	27-Jun-2020	289.10000	.98195	1.02113	.81286	-.06459
30.00	22.00	27.28	4	3	101	19.3000	15.90	17.54	.7	8.0	290.8	1397	290.80000	290.80000	290.80000	1	1	1	28-Jun-2020	290.80000	1.15694	.94090	.04201	-.02022
27.00	21.00	24.63	6	1	48	19.6000	14.80	17.34	2.0	19.0	281.7	1398	281.70000	281.70000	281.70000	1	1	1	29-Jun-2020	281.70000	1.11451	-.62090	-.01369	.07364
34.00	22.00	28.27	16	1	41	18.0000	10.00	14.30	.0	4.0	296.4	1399	296.40000	296.40000	296.40000	1	1	1	30-Jun-2020	296.40000	.91590	-.64637	1.22837	-.12726
34.00	22.00	27.92	4	2	74	21.0000	15.20	18.18	16.4	100.0	306.1	1400	306.10000	306.10000	306.10000	1	1	1	01-Jul-2020	306.10000	1.92624	-.21866	-2.52170	-.32712
28.00	21.00	25.19	3	1	49	21.0000	17.80	19.03	24.7	135.0	288.6	1401	288.60000	288.60000	288.60000	1	1	1	02-Jul-2020	288.60000	2.11154	-1.14988	-3.87322	-.25121
27.00	20.00	23.59	6	2	71	21.0000	16.70	18.68	3.5	29.0	275.6	1402	275.60000	275.60000	275.60000	1	1	1	03-Jul-2020	275.60000	1.17114	.06586	-.40415	.06725
30.00	22.00	26.20	4	2	72	20.5000	17.00	19.05	2.2	32.0	280.8	1403	280.80000	280.80000	280.80000	1	1	1	04-Jul-2020	280.80000	1.32348	.09272	-.37314	-.00263
32.00	21.00	25.26	4	2	53	21.0000	17.00	18.95	5.8	78.0	288.2	1404	288.20000	288.20000	288.20000	1	1	1	05-Jul-2020	288.20000	1.59454	-.24685	-1.38656	-.11704
33.00	22.00	25.88	16	2	53	21.0000	17.00	18.78	3.2	50.0	298.4	1405	298.40000	298.40000	298.40000	1	1	1	06-Jul-2020	298.40000	1.20652	-.16169	.11959	-.09689
33.00	21.00	27.53	6	1	34	19.0000	6.30	14.18	.0	.0	294.8	1406	294.80000	294.80000	294.80000	1	1	1	07-Jul-2020	294.80000	1.08463	-.68922	.60426	-.12386
32.00	21.00	27.67	4	2	74	20.0000	12.70	17.53	6.1	46.0	298.4	1407	298.40000	298.40000	298.40000	1	1	1	08-Jul-2020	298.40000	1.45352	.02694	-.87969	-.15620
23.00	19.00	20.79	3	1	46	21.0000	17.80	18.76	9.3	25.0	268.1	1408	268.10000	268.10000	268.10000	1	1	1	09-Jul-2020	268.10000	1.20553	-.73424	-1.01207	.18502
25.00	21.00	23.02	4	2	64	21.0000	17.60	19.29	3.7	17.0	270.1	1409	270.10000	270.10000	270.10000	1	1	1	10-Jul-2020	270.10000	1.15100	.02868	-.37090	.13648
26.00	22.00	24.05	4	3	111	23.0000	21.00	21.68	9.1	66.0	268.4	1410	268.40000	268.40000	268.40000	1	1	1	11-Jul-2020	268.40000	1.53733	.81457	-1.66548	-.00431
28.00	21.00	24.43	15	3	133	22.2000	20.00	21.31	8.7	51.0	272.9	1411	272.90000	272.90000	272.90000	1	1	1	12-Jul-2020	272.90000	1.22246	1.05252	-.65952	-.02896
30.00	22.00	24.92	16	2	73	22.0000	17.00	19.56	.7	29.0	282.7	1412	282.70000	282.70000	282.70000	1	1	1	13-Jul-2020	282.70000	1.03254	.11601	.58299	.00502
31.00	22.00	27.40	16	2	54	21.0000	16.00	19.45	.5	19.0	290.6	1413	290.60000	290.60000	290.60000	1	1	1	14-Jul-2020	290.60000	1.02667	-.04241	.83833	-.01550
33.00	22.00	29.05	18	2	59	21.1000	16.00	19.08	.0	.0	296.1	1414	296.10000	296.10000	296.10000	1	1	1	15-Jul-2020	296.10000	.94128	.06022	1.38060	-.02917
33.00	25.00	29.51	4	2	70	22.0000	20.00	20.92	.0	1.0	300.8	1415	300.80000	300.80000	300.80000	1	-1	1	16-Jul-2020	300.80000	1.34100	.19826	.47842	.02162
