f0	f1	f2	f3	f6	f7	f8	f9	f10	f11	f12	label	index	raw	global	local	R	G	L	date	local_A	FAC1_1	FAC2_1	FAC3_1	FAC4_1
.01	-8.00	-4.70	18	2	55	-20.0000	-24.10	-22.20	.0	.0	253.7	143	253.70000	253.70000	253.70000	1	1	1	21-Jan-2017	253.70000	-1.64678	-.36552	-.56281	.24871
.01	-10.00	-6.08	18	1	37	-16.0000	-21.20	-18.85	.0	.0	249.1	144	249.10000	249.10000	249.10000	1	1	1	22-Jan-2017	249.10000	-1.58867	-1.01344	-.47351	.37168
1.00	-8.00	-6.25	16	1	46	-14.0000	-19.10	-16.48	.0	.0	243.0	145	243.00000	243.00000	243.00000	1	1	1	23-Jan-2017	243.00000	-1.44519	-.90438	-.55340	.38809
4.00	-7.00	-2.97	16	3	112	-10.8000	-18.00	-13.58	.0	.0	238.1	146	238.10000	238.10000	238.10000	1	1	1	24-Jan-2017	238.10000	-1.29011	.76000	-.61961	.26571
5.00	-4.00	-2.67	17	5	215	-6.3000	-12.00	-9.20	.0	.0	232.7	147	232.70000	232.70000	232.70000	1	1	1	25-Jan-2017	232.70000	-1.17027	2.79001	-.70626	.24057
8.00	-6.00	.60	16	5	216	-6.8000	-18.00	-13.40	.0	.0	229.3	148	229.30000	229.30000	229.30000	1	1	1	26-Jan-2017	229.30000	-1.14756	2.78908	-.72205	.05806
5.00	-5.00	-.99	16	2	69	-11.9000	-16.50	-14.53	.0	.0	212.0	149	212.00000	212.00000	212.00000	1	1	1	27-Jan-2017	212.00000	-1.21726	-.15788	-.43833	.26282
4.00	-4.00	-1.39	16	6	354	-5.5000	-22.00	-9.79	.0	.0	187.1	150	187.10000	187.10000	187.10000	1	1	1	28-Jan-2017	187.10000	-1.19112	4.63720	-1.01735	.03174
1.00	-8.00	-4.28	16	2	89	-19.0000	-25.70	-22.03	.0	.0	189.6	151	189.60000	189.60000	189.60000	1	1	1	29-Jan-2017	189.60000	-1.57560	-.02657	-.70901	.19956
1.00	-5.00	-2.24	16	1	38	-17.0000	-28.00	-23.63	.0	.0	193.1	152	193.10000	193.10000	193.10000	1	1	1	30-Jan-2017	193.10000	-1.46672	-1.01408	-.50531	.12635
5.00	-4.00	-1.15	18	3	107	-18.0000	-23.00	-20.49	.0	.0	195.8	153	195.80000	195.80000	195.80000	1	1	1	31-Jan-2017	195.80000	-1.42648	.66266	-.48464	.08978
4.00	-7.00	-3.25	18	1	45	-16.0000	-25.00	-20.40	.0	.0	203.4	154	203.40000	203.40000	203.40000	1	1	1	01-Feb-2017	203.40000	-1.46001	-.93172	-.34429	.19000
5.00	-5.00	-2.19	18	3	109	-13.1000	-22.00	-17.04	.0	.0	216.9	155	216.90000	216.90000	216.90000	1	1	1	02-Feb-2017	216.90000	-1.34963	.71064	-.46394	.14016
6.00	-3.00	.48	16	4	188	-5.2000	-17.00	-11.35	.0	.0	225.3	156	225.30000	225.30000	225.30000	1	1	1	03-Feb-2017	225.30000	-1.06666	2.03190	-.59929	.12005
9.00	-2.00	3.46	18	6	303	-4.7000	-14.00	-9.31	.0	.0	225.1	157	225.10000	225.10000	225.10000	1	1	1	04-Feb-2017	225.10000	-1.01787	4.15651	-.62295	.00921
8.00	-4.00	3.98	18	1	28	-13.9000	-18.20	-16.46	.0	.0	232.8	158	232.80000	232.80000	232.80000	1	1	1	05-Feb-2017	232.80000	-1.15508	-1.06283	-.07007	.15989
4.00	-5.00	.48	16	1	29	-10.0000	-20.00	-15.70	.0	.0	238.0	159	238.00000	238.00000	238.00000	1	1	1	06-Feb-2017	238.00000	-1.18044	-1.04192	-.30964	.22581
1.00	-4.00	-1.65	10	2	99	-6.0000	-11.10	-8.12	.0	.0	236.3	160	236.30000	236.30000	236.30000	1	1	1	07-Feb-2017	236.30000	-.98601	.18098	-.86987	.42760
4.00	-7.00	-.64	16	2	64	-13.0000	-22.00	-18.77	.0	.0	238.8	161	238.80000	238.80000	238.80000	1	1	1	08-Feb-2017	238.80000	-1.32816	-.22839	-.49838	.17291
3.00	-5.00	-.85	18	1	28	-18.0000	-24.00	-20.88	.0	.0	239.7	162	239.70000	239.70000	239.70000	1	1	1	09-Feb-2017	239.70000	-1.43414	-1.10451	-.29492	.17967
4.00	-6.00	.12	18	1	30	-17.6000	-25.00	-21.41	.0	.0	241.0	163	241.00000	241.00000	241.00000	1	1	1	10-Feb-2017	241.00000	-1.42252	-1.08430	-.27744	.14314
7.00	-5.00	.35	18	2	54	-14.0000	-19.00	-16.10	.0	.0	235.0	164	235.00000	235.00000	235.00000	1	1	1	11-Feb-2017	235.00000	-1.25597	-.31638	-.25350	.18557
9.00	-3.00	1.20	18	3	138	-9.7000	-14.00	-12.02	.0	.0	243.7	165	243.70000	243.70000	243.70000	1	1	1	12-Feb-2017	243.70000	-1.09947	1.03232	-.30535	.16907
10.00	-4.00	3.50	18	3	112	-6.0000	-16.00	-10.45	.0	.0	250.4	166	250.40000	250.40000	250.40000	1	1	1	13-Feb-2017	250.40000	-.99066	.80026	-.19841	.12341
8.00	-3.00	-.63	18	5	221	-3.0000	-8.00	-4.87	.0	.0	246.5	167	246.50000	246.50000	246.50000	1	1	1	14-Feb-2017	246.50000	-1.00066	2.88042	-.50661	.25540
8.00	1.00	3.05	16	5	282	-4.3000	-7.00	-5.75	.0	.0	251.1	168	251.10000	251.10000	251.10000	1	1	1	15-Feb-2017	251.10000	-.87859	3.47328	-.62795	.16484
7.00	-4.00	3.70	16	4	154	-6.8000	-23.00	-16.34	.0	.0	251.4	169	251.40000	251.40000	251.40000	1	1	1	16-Feb-2017	251.40000	-1.09638	1.68053	-.53839	-.04040
5.00	-4.00	.95	18	1	38	-12.0000	-26.00	-17.33	.0	.0	254.4	170	254.40000	254.40000	254.40000	1	1	1	17-Feb-2017	254.40000	-1.23903	-.96896	-.17540	.10854
8.00	-1.00	3.73	16	3	109	-5.0000	-15.00	-10.15	.0	.0	251.9	171	251.90000	251.90000	251.90000	1	1	1	18-Feb-2017	251.90000	-.90631	.77847	-.31450	.13071
15.00	-2.00	4.87	16	4	155	-4.7000	-21.30	-15.43	.0	.0	259.2	172	259.20000	259.20000	259.20000	1	1	1	19-Feb-2017	259.20000	-.88510	1.71575	-.33904	-.15238
6.00	-2.00	-.38	16	1	33	-14.0000	-22.20	-18.45	.0	.0	259.8	173	259.80000	259.80000	259.80000	1	1	1	20-Feb-2017	259.80000	-1.20554	-1.02250	-.29907	.14013
1.00	-3.00	-2.26	10	2	82	-3.0000	-15.40	-6.57	4.0	6.0	253.3	174	253.30000	253.30000	253.30000	1	1	1	21-Feb-2017	253.30000	-.83026	-.02951	-1.22899	.34564
9.00	-3.00	1.12	17	3	109	-2.0000	-13.00	-9.31	.0	.0	257.8	175	257.80000	257.80000	257.80000	1	1	1	22-Feb-2017	257.80000	-.93288	.79006	-.26908	.18316
7.00	-4.00	3.12	18	1	32	-7.2000	-16.00	-11.74	.0	.0	260.3	176	260.30000	260.30000	260.30000	1	1	1	23-Feb-2017	260.30000	-1.03398	-.98494	-.03575	.23127
12.00	-2.00	6.69	18	1	45	-5.0000	-13.00	-11.54	.0	.0	261.1	177	261.10000	261.10000	261.10000	1	1	1	24-Feb-2017	261.10000	-.84021	-.83825	.12972	.13041
12.00	-1.00	6.29	16	1	29	-7.0000	-11.10	-9.35	.0	.0	259.1	178	259.10000	259.10000	259.10000	1	1	1	25-Feb-2017	259.10000	-.78229	-.99008	.02151	.20030
13.00	-2.00	5.86	18	1	44	-5.0000	-9.00	-7.31	.0	.0	266.4	179	266.40000	266.40000	266.40000	1	1	1	26-Feb-2017	266.40000	-.78381	-.83229	.15847	.23575
14.00	2.00	8.97	18	2	90	-4.7000	-10.00	-7.27	.0	.0	269.5	180	269.50000	269.50000	269.50000	1	1	1	27-Feb-2017	269.50000	-.67367	.11909	.14747	.09505
15.00	2.00	10.29	16	1	37	-7.0000	-999.90	-53.32	.0	.0	268.2	181	268.20000	268.20000	268.20000	1	1	1	28-Feb-2017	268.20000	-1.84511	-1.24017	-.34034	-12.62329
8.00	-3.00	3.36	18	1	39	-11.0000	-22.60	-19.14	.0	.0	.0	182		270.81432	258.26345	1	-1	1	01-Mar-2017	258.26345	-1.14681	-.95419	-.07714	.04394
13.00	-2.00	6.21	18	2	59	-6.0000	-17.00	-11.35	.0	.0	268.1	183	268.10000	268.10000	268.10000	1	1	1	02-Mar-2017	268.10000	-.86014	-.20755	.04892	.05408
13.00	-2.00	5.90	18	3	114	-3.0000	-10.20	-7.15	.0	.0	271.3	184	271.30000	271.30000	271.30000	1	1	1	03-Mar-2017	271.30000	-.79187	.85014	-.04941	.13691
13.00	.01	7.03	16	3	109	-5.0000	-14.00	-9.39	.0	.0	269.0	185	269.00000	269.00000	269.00000	1	1	1	04-Mar-2017	269.00000	-.75427	.79115	-.16068	.04425
11.00	-2.00	4.12	18	1	46	-9.0000	-17.60	-13.45	.0	.0	274.6	186	274.60000	274.60000	274.60000	1	1	1	05-Mar-2017	274.60000	-.97599	-.85346	.03360	.11393
9.00	-3.00	3.21	16	1	42	-8.6000	-19.00	-14.53	.0	.0	275.8	187	275.80000	275.80000	275.80000	1	1	1	06-Mar-2017	275.80000	-1.00020	-.89587	-.15803	.12861
9.00	-1.00	4.42	18	1	29	-13.7000	-17.90	-16.17	.0	.0	270.9	188	270.90000	270.90000	270.90000	1	1	1	07-Mar-2017	270.90000	-1.07853	-1.04727	-.00854	.11942
13.00	2.00	8.50	18	1	33	-11.7000	-17.10	-15.20	.0	.0	273.5	189	273.50000	273.50000	273.50000	1	1	1	08-Mar-2017	273.50000	-.86852	-.98716	.17282	.00364
15.00	2.00	9.03	18	1	35	-8.0000	-17.00	-13.35	.0	.0	279.7	190	279.70000	279.70000	279.70000	1	1	1	09-Mar-2017	279.70000	-.75771	-.94449	.24776	-.02411
16.00	4.00	12.18	16	2	53	-5.0000	-15.10	-10.26	.0	.0	282.6	191	282.60000	282.60000	282.60000	1	1	1	10-Mar-2017	282.60000	-.55305	-.24297	.15163	-.07194
20.00	4.00	13.13	17	2	78	-5.1000	-13.80	-10.58	.0	.0	277.2	192	277.20000	277.20000	277.20000	1	1	1	11-Mar-2017	277.20000	-.51061	.00374	.26798	-.13046
13.00	1.00	7.50	18	1	34	-14.0000	-24.00	-17.88	.0	.0	284.6	193	284.60000	284.60000	284.60000	1	1	1	12-Mar-2017	284.60000	-.96896	-.99744	.11316	-.08293
14.00	2.00	8.67	18	1	32	-9.0000	-17.90	-14.30	.0	.0	289.3	194	289.30000	289.30000	289.30000	1	1	1	13-Mar-2017	289.30000	-.80333	-.98235	.21684	-.02456
15.00	3.00	9.32	16	1	40	-4.0000	-17.00	-10.30	.0	.0	288.5	195	288.50000	288.50000	288.50000	1	1	1	14-Mar-2017	288.50000	-.60310	-.86703	.16734	-.01834
16.00	3.00	7.88	16	2	86	-2.0000	-10.90	-6.21	.0	.0	286.7	196	286.70000	286.70000	286.70000	1	1	1	15-Mar-2017	286.70000	-.55044	.09997	.07336	.06425
17.00	6.00	10.60	16	4	151	.0001	-7.00	-3.35	.0	.0	281.4	197	281.40000	281.40000	281.40000	1	1	1	16-Mar-2017	281.40000	-.41638	1.74880	-.01873	-.00484
17.00	5.00	9.10	16	4	156	2.0000	-1.00	.80	.0	.0	278.9	198	278.90000	278.90000	278.90000	1	1	1	17-Mar-2017	278.90000	-.37514	1.81805	-.02365	.13892
20.00	5.00	12.27	18	4	183	2.7000	-7.00	-.39	.0	.0	273.0	199	273.00000	273.00000	273.00000	1	1	1	18-Mar-2017	273.00000	-.34054	2.08099	.17196	-.04119
19.00	7.00	12.62	16	5	273	4.0000	1.00	2.70	.0	.0	280.1	200	280.10000	280.10000	280.10000	1	1	1	19-Mar-2017	280.10000	-.24568	3.47224	-.10515	.02801
12.00	6.00	7.46	6	4	192	6.0000	-1.00	2.39	4.0	11.0	272.4	201	272.40000	272.40000	272.40000	1	1	1	20-Mar-2017	272.40000	-.06594	2.12127	-1.29477	.16502
15.00	4.00	8.73	16	3	110	2.0000	-6.00	-1.42	.0	2.0	273.5	202	273.50000	273.50000	273.50000	1	1	1	21-Mar-2017	273.50000	-.42709	.85661	.00323	.12202
15.00	7.00	10.36	6	4	172	6.6000	-3.50	.24	2.0	9.0	270.8	203	270.80000	270.80000	270.80000	1	1	1	22-Mar-2017	270.80000	-.01418	1.95666	-.97918	.04333
8.00	2.00	5.84	6	4	167	4.0000	.00	1.81	8.0	16.0	255.2	204	255.20000	255.20000	255.20000	1	1	1	23-Mar-2017	255.20000	-.15983	1.80042	-1.81483	.26409
6.00	.01	3.18	11	2	85	3.0000	.50	2.03	2.0	3.0	254.0	205	254.00000	254.00000	254.00000	1	1	1	24-Mar-2017	254.00000	-.49226	.09508	-.66588	.48427
13.00	4.00	10.03	16	2	55	3.0000	-8.40	-3.63	.0	.0	260.5	206	260.50000	260.50000	260.50000	1	1	1	25-Mar-2017	260.50000	-.43733	-.17620	.15376	.11310
15.00	4.00	9.40	16	1	31	-2.0000	-8.40	-5.23	.0	.0	268.5	207	268.50000	268.50000	268.50000	1	1	1	26-Mar-2017	268.50000	-.48887	-.92792	.23397	.13749
15.00	5.00	10.41	16	1	34	-2.0000	-10.90	-7.15	.0	9.0	274.1	208	274.10000	274.10000	274.10000	1	1	1	27-Mar-2017	274.10000	-.44245	-.92711	.09621	.04005
16.00	4.00	10.56	16	2	80	3.6000	-2.00	1.10	.0	.0	272.0	209	272.00000	272.00000	272.00000	1	1	1	28-Mar-2017	272.00000	-.32046	.09036	.21169	.20175
20.00	7.00	13.15	16	3	146	5.0000	2.00	3.66	.0	.0	272.7	210	272.70000	272.70000	272.70000	1	1	1	29-Mar-2017	272.70000	-.14534	1.25285	.22891	.12199
15.00	5.00	11.79	16	3	123	4.8000	-8.00	-3.15	.0	.0	272.1	211	272.10000	272.10000	272.10000	1	-1	1	30-Mar-2017	272.10000	-.36002	.99473	.08808	.01075
17.00	5.00	11.90	18	1	44	-2.0000	-10.40	-6.11	.0	.0	277.8	212	277.80000	277.80000	277.80000	1	1	1	31-Mar-2017	277.80000	-.46303	-.80286	.42995	.03017
22.00	5.00	13.97	16	2	60	.0001	-8.20	-4.60	.0	.0	277.4	213	277.40000	277.40000	277.40000	1	1	1	01-Apr-2017	277.40000	-.27927	-.12562	.35116	-.04689
23.00	6.00	14.86	16	2	92	3.0000	-7.00	-1.50	.0	.0	264.0	214	264.00000	264.00000	264.00000	1	1	1	02-Apr-2017	264.00000	-.16289	.20954	.38902	-.05115
25.00	12.00	17.90	16	4	158	7.0000	1.00	4.40	.0	.0	259.9	215	259.90000	259.90000	259.90000	1	1	1	03-Apr-2017	259.90000	.10639	1.89034	.38391	-.08581
20.00	12.00	16.28	6	4	176	9.5000	5.00	7.14	.0	1.0	265.8	216	265.80000	265.80000	265.80000	1	1	1	04-Apr-2017	265.80000	.29439	2.08833	-.40082	.07354
19.00	9.00	14.20	16	2	83	10.0000	7.00	8.37	.0	1.0	280.0	217	280.00000	280.00000	280.00000	1	1	1	05-Apr-2017	280.00000	.04693	.17670	.44150	.24278
25.00	10.00	18.00	16	3	124	9.9000	1.00	6.50	.0	.0	280.7	218	280.70000	280.70000	280.70000	1	1	1	06-Apr-2017	280.70000	.15898	1.07896	.50193	-.02012
20.00	14.00	14.28	17	3	106	8.5000	5.50	6.98	.0	1.0	273.7	219	273.70000	273.70000	273.70000	1	1	1	07-Apr-2017	273.70000	.06833	.89098	.47286	.11845
18.00	7.00	12.95	17	3	118	8.0000	-4.00	3.18	.0	1.0	269.2	220	269.20000	269.20000	269.20000	1	1	1	08-Apr-2017	269.20000	-.15775	.98224	.29326	.05621
19.00	8.00	14.26	16	2	93	6.0000	-5.00	1.09	.0	.0	279.4	221	279.40000	279.40000	279.40000	1	1	1	09-Apr-2017	279.40000	-.12633	.23454	.36669	.02717
19.00	10.00	15.15	16	2	91	6.0000	-2.00	2.60	.0	.0	284.5	222	284.50000	284.50000	284.50000	1	1	1	10-Apr-2017	284.50000	-.05948	.22262	.41523	.05605
22.00	7.00	13.59	18	2	64	.0001	-16.00	-8.58	.0	.0	281.8	223	281.80000	281.80000	281.80000	1	1	1	11-Apr-2017	281.80000	-.35076	-.10287	.47446	-.21750
25.00	9.00	15.35	16	2	66	1.9000	-10.10	-5.41	.0	.0	288.9	224	288.90000	288.90000	288.90000	1	1	1	12-Apr-2017	288.90000	-.13479	-.05483	.47266	-.18724
21.00	8.00	14.05	17	2	93	6.0000	-9.00	.51	.0	1.0	285.8	225	285.80000	285.80000	285.80000	1	1	1	13-Apr-2017	285.80000	-.12657	.23077	.44403	-.05581
26.00	11.00	18.78	16	2	97	6.0000	-3.10	3.27	.0	.0	288.9	226	288.90000	288.90000	288.90000	1	1	1	14-Apr-2017	288.90000	.12351	.29607	.60003	-.08787
29.00	14.00	23.14	16	2	70	4.6000	-8.00	-.44	.0	.0	289.4	227	289.40000	289.40000	289.40000	1	1	1	15-Apr-2017	289.40000	.22335	.02456	.75999	-.29734
27.00	14.00	17.66	17	3	130	10.2000	3.00	8.62	.0	.0	289.1	228	289.10000	289.10000	289.10000	1	1	1	16-Apr-2017	289.10000	.25641	1.15018	.65137	-.03145
27.00	12.00	20.30	16	4	191	11.0000	-18.00	-1.68	.0	.0	293.0	229	293.00000	293.00000	293.00000	1	1	1	17-Apr-2017	293.00000	.13337	2.20659	.40341	-.49172
23.00	11.00	16.44	17	2	63	1.0000	-11.80	-5.47	.0	2.0	291.7	230	291.70000	291.70000	291.70000	1	1	1	18-Apr-2017	291.70000	-.14205	-.09541	.50822	-.21476
20.00	11.00	10.53	16	2	81	7.0000	1.00	3.01	.0	2.0	280.3	231	280.30000	280.30000	280.30000	1	1	1	19-Apr-2017	280.30000	-.06702	.12615	.36328	.12206
22.00	11.00	16.47	16	2	75	4.9000	-7.80	-1.99	.0	.0	288.4	232	288.40000	288.40000	288.40000	1	1	1	20-Apr-2017	288.40000	-.04853	.05299	.48796	-.12839
22.00	9.00	16.68	16	2	52	4.0000	-4.00	-.34	.0	.0	.0	233		284.00000	297.00549	1	1	1	21-Apr-2017	297.00549	-.06179	-.16914	.50058	-.02819
27.00	13.00	20.37	16	2	83	4.0000	-6.00	-1.57	.0	.0	288.2	234	288.20000	288.20000	288.20000	1	1	1	22-Apr-2017	288.20000	.11090	.14011	.64473	-.22336
24.00	11.00	17.13	16	2	60	5.9000	-5.80	.35	.0	.0	295.7	235	295.70000	295.70000	295.70000	1	1	1	23-Apr-2017	295.70000	.03870	-.07757	.57168	-.10467
23.00	11.00	17.70	16	2	69	3.6000	-19.20	-12.98	.0	.0	301.0	236	301.00000	301.00000	301.00000	1	1	1	24-Apr-2017	301.00000	-.17160	-.04607	.46397	-.43729
19.00	8.00	14.13	16	1	36	-1.0000	-11.30	-6.12	.0	.0	294.3	237	294.30000	294.30000	294.30000	1	1	1	25-Apr-2017	294.30000	-.29167	-.86753	.41858	-.06067
24.00	11.00	18.13	18	1	41	-3.6000	-11.60	-7.75	.0	.0	298.9	238	298.90000	298.90000	298.90000	1	1	1	26-Apr-2017	298.90000	-.20686	-.82519	.70306	-.21221
28.00	13.00	22.78	18	1	45	-2.3000	-999.90	-50.55	.0	1.0	301.4	239	301.40000	301.40000	301.40000	1	1	1	27-Apr-2017	301.40000	-1.22310	-1.10683	.36004	-13.03220
30.00	14.00	24.38	18	2	56	4.0000	-7.70	-1.59	.0	.0	305.3	240	305.30000	305.30000	305.30000	1	1	1	28-Apr-2017	305.30000	.19539	-.11824	.93764	-.33073
33.00	17.00	25.49	16	2	76	7.0000	-1.00	3.59	.0	.0	295.4	241	295.40000	295.40000	295.40000	1	1	1	29-Apr-2017	295.40000	.45305	.11594	.93238	-.27813
29.00	13.00	21.13	16	3	108	6.0000	-4.30	.27	.0	.0	283.2	242	283.20000	283.20000	283.20000	1	1	1	30-Apr-2017	283.20000	.18730	.89754	.61637	-.25612
26.00	14.00	20.18	16	2	87	6.0000	-2.00	1.58	.0	.0	292.3	243	292.30000	292.30000	292.30000	1	1	1	01-May-2017	292.30000	.17637	.19669	.66183	-.13963
29.00	17.00	23.00	16	2	94	13.0000	2.00	9.05	.0	2.0	310.4	244	310.40000	310.40000	310.40000	1	1	1	02-May-2017	310.40000	.50946	.31930	.83704	-.13533
28.00	16.00	20.50	17	3	108	13.0000	-6.00	8.97	1.0	7.0	297.4	245	297.40000	297.40000	297.40000	1	1	1	03-May-2017	297.40000	.43584	.92155	.58802	-.23048
27.00	14.00	21.02	16	6	396	8.5000	-11.00	-2.26	.0	3.0	297.5	246	297.50000	297.50000	297.50000	1	1	1	04-May-2017	297.50000	.08349	5.17684	-.02782	-.55208
21.00	11.00	16.17	12	5	273	-1.0000	-15.00	-8.24	.0	1.0	292.2	247	292.20000	292.20000	292.20000	1	1	1	05-May-2017	292.20000	-.21646	3.42608	-.34512	-.38860
29.00	12.00	21.15	18	2	72	5.0000	-4.40	-.24	.0	1.0	297.5	248	297.50000	297.50000	297.50000	1	1	1	06-May-2017	297.50000	.13124	.03877	.82411	-.21678
30.00	15.00	23.91	16	2	62	9.0000	-2.00	3.20	.0	1.0	310.2	249	310.20000	310.20000	310.20000	1	1	1	07-May-2017	310.20000	.38124	-.02344	.84481	-.23094
31.00	16.00	23.43	16	2	86	11.0000	2.00	7.39	.0	.0	314.6	250	314.60000	314.60000	314.60000	1	1	1	08-May-2017	314.60000	.47548	.23623	.88846	-.15912
29.00	15.00	20.96	5	2	82	11.6000	6.70	9.88	.0	4.0	311.5	251	311.50000	311.50000	311.50000	1	1	1	09-May-2017	311.50000	.69143	.20997	.02910	.00271
29.00	15.00	23.42	18	2	63	12.0000	-.90	6.88	.0	.0	316.8	252	316.80000	316.80000	316.80000	1	-1	1	10-May-2017	316.80000	.39670	.00752	1.00766	-.16857
31.00	13.00	21.76	16	2	90	7.3000	-17.20	-6.58	.0	.0	314.1	253	314.10000	314.10000	314.10000	1	1	1	11-May-2017	314.10000	.16757	.20877	.72037	-.51883
29.00	15.00	22.70	16	3	111	5.8000	-9.00	-2.48	.0	.0	313.1	254	313.10000	313.10000	313.10000	1	1	1	12-May-2017	313.10000	.20383	.91839	.64359	-.38906
28.00	15.00	22.98	16	2	59	4.3000	-2.00	.58	.0	1.0	300.7	255	300.70000	300.70000	300.70000	1	1	1	13-May-2017	300.70000	.24161	-.08227	.75439	-.20151
27.00	14.00	22.07	16	1	41	6.4000	-2.00	2.53	.0	.0	309.2	256	309.20000	309.20000	309.20000	1	1	1	14-May-2017	309.20000	.25866	-.74042	.84124	-.12229
28.00	15.00	22.30	16	1	49	7.0000	.00	3.70	.0	.0	317.1	257	317.10000	317.10000	317.10000	1	1	1	15-May-2017	317.10000	.31518	-.65384	.87432	-.11278
32.00	17.00	25.06	16	2	76	14.0000	6.00	9.62	.0	.0	320.6	258	320.60000	320.60000	320.60000	1	1	1	16-May-2017	320.60000	.60499	.16151	.98852	-.13515
34.00	19.00	25.73	18	3	102	16.0000	12.50	14.27	.0	.0	325.2	259	325.20000	325.20000	325.20000	1	1	1	17-May-2017	325.20000	.70584	.93727	1.12990	-.09192
35.00	21.00	28.65	18	3	123	19.0000	13.00	16.63	.0	.0	333.2	260	333.20000	333.20000	333.20000	1	1	1	18-May-2017	333.20000	.86286	1.16481	1.22099	-.14406
36.00	22.00	28.76	18	3	129	20.0000	10.00	15.28	.0	.0	331.1	261	331.10000	331.10000	331.10000	1	1	1	19-May-2017	331.10000	.88960	1.22422	1.24331	-.23133
34.00	20.00	27.80	16	3	102	17.2000	12.00	14.63	.0	1.0	322.5	262	322.50000	322.50000	322.50000	1	1	1	20-May-2017	322.50000	.82230	.94510	1.03357	-.13265
31.00	18.00	23.53	5	2	86	16.0000	11.80	13.52	2.0	11.0	317.4	263	317.40000	317.40000	317.40000	1	1	1	21-May-2017	317.40000	.97821	.24402	-.08881	-.02189
21.00	16.00	16.13	3	2	57	16.0000	12.00	14.42	17.0	26.0	281.7	264	281.70000	281.70000	281.70000	1	1	1	22-May-2017	281.70000	1.03963	-.26304	-1.90579	.11671
28.00	14.00	22.46	18	1	40	12.0000	3.00	8.92	.0	.0	291.2	265	291.20000	291.20000	291.20000	1	1	1	23-May-2017	291.20000	.39371	-.70860	1.07081	-.02685
33.00	17.00	26.51	16	1	50	12.0000	.00	6.06	.0	.0	297.9	266	297.90000	297.90000	297.90000	1	1	1	24-May-2017	297.90000	.58409	-.60643	1.09430	-.24094
30.00	16.00	22.76	18	2	66	12.5000	3.90	8.62	.0	.0	301.3	267	301.30000	301.30000	301.30000	1	1	1	25-May-2017	301.30000	.44824	.04713	1.03665	-.10438
31.00	17.00	22.82	18	2	80	13.0000	5.70	9.48	.0	.0	306.4	268	306.40000	306.40000	306.40000	1	1	1	26-May-2017	306.40000	.49542	.19048	1.05703	-.10116
34.00	21.00	24.86	18	2	98	17.0000	6.10	13.34	.0	1.0	311.2	269	311.20000	311.20000	311.20000	1	1	1	27-May-2017	311.20000	.73834	.39915	1.19496	-.17507
36.00	22.00	29.08	16	3	136	17.1000	9.40	14.39	3.0	23.0	297.4	270	297.40000	297.40000	297.40000	1	1	1	28-May-2017	297.40000	1.03442	1.18844	.46389	-.29876
27.00	18.00	21.28	5	2	70	16.0000	7.10	12.51	2.0	7.0	277.3	271	277.30000	277.30000	277.30000	1	1	1	29-May-2017	277.30000	.85407	.08739	-.11166	-.00487
26.00	16.00	21.63	5	2	65	18.0000	14.40	15.72	.0	2.0	281.6	272	281.60000	281.60000	281.60000	1	1	1	30-May-2017	281.60000	.83157	.09104	.12977	.16778
33.00	19.00	25.66	16	3	106	16.0000	8.00	13.29	.0	7.0	315.1	273	315.10000	315.10000	315.10000	1	1	1	31-May-2017	315.10000	.74878	.95571	.84979	-.15954
30.00	17.00	25.09	17	2	63	10.3000	2.00	6.63	.0	4.0	316.0	274	316.00000	316.00000	316.00000	1	1	1	01-Jun-2017	316.00000	.48518	-.00387	.92900	-.18306
25.00	13.00	17.57	5	2	58	10.0000	6.00	7.93	.0	4.0	298.1	275	298.10000	298.10000	298.10000	1	1	1	02-Jun-2017	298.10000	.50684	-.04495	-.10609	.09288
28.00	16.00	22.23	18	2	54	12.0000	4.00	7.72	.0	.0	301.2	276	301.20000	301.20000	301.20000	1	1	1	03-Jun-2017	301.20000	.39534	-.07752	1.00130	-.07761
31.00	19.00	25.24	16	2	83	12.0000	6.30	9.15	.0	.0	311.2	277	311.20000	311.20000	311.20000	1	1	1	04-Jun-2017	311.20000	.59051	.22065	.97268	-.13698
28.00	15.00	24.03	6	2	98	15.1000	6.10	11.21	3.0	10.0	313.0	278	313.00000	313.00000	313.00000	1	1	1	05-Jun-2017	313.00000	.83407	.33140	-.19870	-.06707
20.00	14.00	17.02	6	2	56	15.0000	12.90	13.97	1.0	11.0	273.7	279	273.70000	273.70000	273.70000	1	1	1	06-Jun-2017	273.70000	.61102	-.06248	-.24896	.26800
31.00	18.00	23.97	16	2	72	14.4000	6.00	11.50	.0	.0	298.1	280	298.10000	298.10000	298.10000	1	1	1	07-Jun-2017	298.10000	.61858	.12902	.98383	-.09500
34.00	20.00	25.40	16	2	51	14.0000	5.00	10.45	.0	3.0	304.7	281	304.70000	304.70000	304.70000	1	1	1	08-Jun-2017	304.70000	.71778	-.08086	1.05054	-.19093
37.00	21.00	28.20	16	2	78	13.0000	4.00	7.75	.0	.0	318.8	282	318.80000	318.80000	318.80000	1	1	1	09-Jun-2017	318.80000	.75494	.18298	1.15190	-.31667
30.00	17.00	23.54	16	2	62	9.0000	-1.90	2.86	.0	.0	306.5	283	306.50000	306.50000	306.50000	1	1	1	10-Jun-2017	306.50000	.39941	-.02060	.87803	-.24773
